carlaharteauth1,,"@daraobriain Hi, I'm a mum in a movie. My kids are ferral, I live in sweatpants, drink too much and say very little… https://t.co/Y4DpppoVWG"
remoteviewing,,Todd McFarlane promises 'dark' Spawn film - The Advocate https://t.co/1olzAYmus2
AshTheElephant,,RT @DeleMage: Hello. I'm a Black Woman in a movie. I don't have a life outside of being the white main character's support system. I'm alwa…
modiforpotus,"Paris, France",@mansivgandhi13 @cinejosh Seriously you need to watch more films and learn more about Telugu film industry or bette… https://t.co/YM80dOMzvf
ramachaisbest,"Virginia, USA",RT @kevinpokeeffe: this is already the best movie of 2019 https://t.co/8YCCriIoEg
MSSiva36772143,"Salem, NH","RT @ThalaAjith_FC: The BEST Dialogue From #Viswasam Movie..😜

#ViswasamGifs https://t.co/7Li2I0kE5y"
huge_gay_,Mars,RT @unusualvideos: idk how i feel about the new minions movie https://t.co/MhlFZIQsan
itsnatalieann,"London, England",I could read these character things all day
KevinPflaum1,"North Carolina, USA",RT @Tennesseine: Omg!!! A young woman danced as a teen and it’s on film! Quelle horreur!! The scandal! Makes me long for the good ol’ days…
GenesisStill,"Atlanta, GA",RT @StillDaKang: This Nazi Interracial Romance movie that this Black Woman wrote is looking VERY weak linkish to me 🤔
saibala89,"Hosur, Tamil Nadu",RT @taran_adarsh: Release date finalised: 10 Jan 2019... New poster of #Tamil film #Viswasam... Stars Ajith Kumar and Nayanthara... Directe…
cobaltbludolphi,Ontario,"@OhNoSheTwitnt But Trump paying to screw adult film stars, grabbing women by the pussy; Kavanaugh's disgustingness;… https://t.co/f7ORFXaAUz"
IamJadehawk,Social Justice Battlemech,RT @MaiaFranklyn: The best piece of movie analysis I've ever seen is whoever it was who said that Chris Hemsworth's character in Ghostbuste…
sultanmughal,No Mans Land,"@Apundamentalist I am sorry about hollywood - not much idea about movie for under 13, 
but recently watched Ye Meri… https://t.co/7fWekbUp3y"
PornoMake,"Dhaka, Bangladesh","Double the load in my rectum - Porn Video, Total Sex, XxX Videos, High-definition Porn, Sex Movie… https://t.co/vlpjkeRKYy"
Nataraj96680008,panthanallur ,"RT @ThalaAjith_FC: The BEST Dialogue From #Viswasam Movie..😜

#ViswasamGifs https://t.co/7Li2I0kE5y"
rasak_tunde,lagos,"RT @Alex_Houseof308: 📍Movie villain
  |
  |
  | _ _ _ _ _ _ _ _ _ _ _ _ _ _
                                        |
📍Chance to end the…"
Holyentertainer,India,"2 million trailer views for #Viswasam ! 

Movie gearing for a grand opening on January 20. 

#Thala #Ajith https://t.co/EBRE5QqV77"
zombieVILDHUND,"Maumee, OH","RT @JUNIUS_64: hi, i’m a microbiologist in a movie, I’m wearing either worryingly little PPE or way more PPE than necessary, whilst announc…"
JeevaganJeevag2,"Tamil Nadu, India","RT @thala_addicts: Now 49 shows at #Mayajaal 

Book ur tickets soon 

https://t.co/0Lz3qb4HVi"
moonchild_int,PH 🇵🇭,"RT @mygtrivias: Long Journey - a song composed by @mygtrivias 

A song for ARMYs that no matter what happens, we have to stay strong togeth…"
ShaneMajszak,I'm Not There,I think what annoys me most about a lot of folks that didn't like The Last Jedi is that they feel the need to say t… https://t.co/oo5Ynh4LUg
fluffylinda77,"Miami Lakes, FL",@KevinHart4real you’ve evolved from the person you were 10 years ; shit!! from the person you were 2 years ago!! Al… https://t.co/7gtRKmf6LC
claubgg,,RT @badpostblunt: Emily Blunt and Olivia Colman at Palm Springs International Film Festival Film Awards Gala (2019) https://t.co/5eD7OHBbTs
Rubberswan,,"@MJowen174 As a kid, I never really noticed that it was a different Bond. Loved the film, though..."
Ashok74459026,India,RT @taran_adarsh: Release date finalised: 10 Jan 2019... New poster of #Tamil film #Viswasam... Stars Ajith Kumar and Nayanthara... Directe…
Harikri11803469,Tamilnadu,RT @taran_adarsh: Release date finalised: 10 Jan 2019... New poster of #Tamil film #Viswasam... Stars Ajith Kumar and Nayanthara... Directe…
Rosaxios,"Toronto, Ontario",@aughost_ @CookieCyboid I prefer to say HEY NERDS with the force and attitude of a middle school bully on a episode… https://t.co/Lw9DG2FyMY
PinkMiruku,☁️🌙,RT @kiraalyseparker: this is keeping me up but how r y’all gonna make fun of kids for doing fortnite dances like you didnt film a harlem sh…
emmavogelmann,Royston/London via Chicago USA,Hello. I’m a disabled woman in a movie. The very fact that I’m alive and smile at all inspires everyone I meet to m… https://t.co/WTv5LToRVK
DARKSIDEGRANT,germany ,RT @bowdownbi: I FEEL LIKE IM IN A MOVIE IM REALLY GONNA MEET MY BEST FRIENDS IN 10 MINUTES
_RobinSolo_,sevilla,"Aún recuerdo mi primer trabajo de prácticas en clases, me encantan / I still remember my first practice job in clas… https://t.co/QbrLOE4v9v"
SuperCamerasD,,https://t.co/LiGpkMJjn6 Mamiya HA401 120 Film Back Holder x2 for 645 Super Pro From Japan #0534 https://t.co/BftcIOUYOt
surya_v1998,chennai,RT @taran_adarsh: Release date finalised: 10 Jan 2019... New poster of #Tamil film #Viswasam... Stars Ajith Kumar and Nayanthara... Directe…
speedingfines,United Kingdom,"BBC_TopGear: Can a 720bhp, £250,000 Ferrari be exploitable on track AND work on the road? harrismonkey finds out. C… https://t.co/VomoWpeml8"
liber8dRage,,"RT @TimWattsMP: Scott Morrison is going to try to film a video of him doing this now, isn’t he? https://t.co/6aMN4IJmh0"
CodComrade,Australia,"RT @guysmiley22: Hello, I'm a disfigured person in a film. I'm most often a villain who was Good when had a face smooth as an infant arse,…"
cynthiarbls,"California, USA","RT @PositiveMindsz: I just watched a movie…
That changed my life forever…
You can watch it right here... https://t.co/hjfYxiZtTS https://t.…"
nETTOjaa,"North East, England",RT @dankwilderson: annual reminder of the greatest scene in film history https://t.co/V0QIAUABGv
prashanth1271,,RT @taran_adarsh: Release date finalised: 10 Jan 2019... New poster of #Tamil film #Viswasam... Stars Ajith Kumar and Nayanthara... Directe…
TheGate_tweet,Worldwide,"plane. The film Knowing was released on the same year. March 20.
The train collision happend in several places. For… https://t.co/neVhApYyBT"
admire_arthur,James Arthur followed 11/12/18,"RT @GQMagazine: Say hello to Fionn Whitehead, the lead in Netflix’s trippy interactive Black Mirror movie Bandersnatch https://t.co/mPc9f7c…"
Gopinat140498,TirupurSKFC,"RT @akhil_binu: Just Watched a Film Called #Kanaa 
കാന ... No Words.. Simply Supervveee.. Real Success...  @aishu_dil After this Everyone g…"
Mannaadiyar,Marthandam,RT @taran_adarsh: Release date finalised: 10 Jan 2019... New poster of #Tamil film #Viswasam... Stars Ajith Kumar and Nayanthara... Directe…
lmduarte16,,Now that’s some 3D level chess playing
faiijas,kerala,"RT @ViswasamOffl: #Viswasam initial Mayajaal bookings open. #ViswasamThiruvizhaOnJan10

https://t.co/ngDyk4B6Sb

@directorsiva @SureshChand…"
999kgor,"5010 Underwood Ave, Omaha",We're going to test your movie trivia knowledge at 6:40am for your chance to win WWE Live tickets! #MorningsWithMontezAndShari
JaydeeAlberto,,"sinusulat ko next short film ko, pero at the mean time, ask me questions https://t.co/5RFPJPmrh9"
taslimax,some dead area,RT @hassan_akkad: I lost my wallet between Mile End station and Genesis Cinema yesterday. I don’t care about the cards and cash cause they…
DuncanCredible,"Glasgow, Scotland","Hello, I'm a Scottish person in a movie. I've never been to Scotland or spoken to anyone who has. I base my accent… https://t.co/s15QggBgpJ"
JamesRaulStokes,"Gloucester, baby, Gloucester","Hello, I’m a chef in a movie. I’m a temperamental womaniser who throws plates around and abuses both staff members… https://t.co/9PNvnY9bu8"
ThennaganRaja,"Sivaganga, India",RT @shankarshanmugh: Thanks @Atlee_dir 😊 https://t.co/EFVWmRaZmL
OmarBaggili,"London, England",RT @Emz5048: Make sure you watch #IDanielBlakeBBC2 9:45pm 5th January BBC2!! See first hand how inhuman our tory government is!! https://t.…
LizaMaria5D,"Florida, USA","RT @AMCTheatres: Ahead of her time and full of determination, this is Ruth Bader Ginsburg’s origin story. @OnTheBasisOfSex is now playing i…"
vcgillian,"My man, Byron","Favorite movie mo? — for now, never gone hahaha https://t.co/cwAYwK9BfC"
Nanispeakss,"Andhra Pradesh, India","RT @RGVzoomin: If u ever feel all alone and think there is no one behind you, just watch a horror film all alone and you will think there i…"
Victori37825006,,RT @killtron456: correction: anyone with information is being asked to contact LA County Sheriff: tel:(323)890-5500 https://t.co/OgVeoKFWWp
gisewaaa,"22 y.o. | she/her | lisbon, pt",the colours in this show are so pretty it's such [hands to forehead] poetic cinema https://t.co/gkNPzjnJmt
AdrianHZavala,"Chicago, IL","RT @SarahKSilverman: The 1966 Batman movie is the greatest, all time https://t.co/RWdSJHr7zx"
puddingheadk,,"RT @_roryturnbull: Hello, I'm a professor in a movie, I only reach the main point of my lecture right as class is ending. Then I yell at st…"
eddyb_online,,@dansab_ I agree with the whack jokes but for DC standards that movie was a good performance 😌
terrenceplaxic1,,RT @SueMeShawn_: I just watched the movie and omg i ship them already like sjsjjajajaja https://t.co/hzhUGbQVE4
Alco_Guerrero,Project 2,@MAYrewolfWARD Ah yeah! I love that movie! Tama ba sequel siya or something ng My Sassy? I remember that film had a… https://t.co/qhYjZcxuTF
MsLupin,London and Binocularist Places,"RT @DrJaninaRamirez: Hello, I’m an Art Historian who specialises in decoding symbols. I have a private jet ready to take me to the Vatican…"
PrimeKamara,Antarctica,"RT @WaltThurm3: @britttlifts Decided to protect the mental state for the decades to come, instead of being in a field that doesn't respect…"
laiascells,"Barcelona, Espanya","Just watched for the third time David Lowery's 'A ghost story'. Fascinating, poetic film about time and the mark th… https://t.co/Mw66uLx26p"
thebrucemuseum,"1 Museum Drive, Greenwich, CT","Bruce Museum hosts the next Fred Elser First Sunday Science Series at the Seaside Center at Greenwich Point Park, J… https://t.co/HmHIzt1R0w"
stirgryguy2,"Fountain of Salmacis, England","@_roryturnbull Hello, I'm a movie director in a movie about a movie director, directing a movie about a movie direc… https://t.co/e2s8xyfxpr"
O_Positive_Raj,,"RT @ThalaFansClub: #Viswasam Bookings Open in Thala Fort MayaJaal with early morning shows B-)

💥 🔥 💥 

#ViswasamThiruvizhaOnJan10
 https:/…"
NasbeleSafaa,,"RT @TrafalgarRel: BTS has a special message…

#BTS WORLD TOUR LOVE YOURSELF IN SEOUL

Live the concert film in cinemas worldwide on January…"
spongy47,,RT @seongwoofs: not sure if i got the right bird box movie https://t.co/e0ujxC1pdA
NanoTrendy,"Hosur, India","RT @wunderbarfilms: #Maari2 - Mass Film Celebrated by Families 😊
#Blockbuster 3rd Week 😎

@dhanushkraja @thisisysr @directormbalaji @Sai_Pa…"
Tennesseine,"Charlotte, NC, USA",RT @Tennesseine: Omg!!! A young woman danced as a teen and it’s on film! Quelle horreur!! The scandal! Makes me long for the good ol’ days…
heartdks,SEHUN KAI D.O. ,"RT @exoxoi__do: Dooyoung’s exhibition at The Movie’s Face Creation exhibition 😍💖

📍Ara Arts Centre
📅 Till April 23

#DohKyungsoo #MyAnnoyin…"
adi_shi17,"""hidden in plain sight""",RT @SepticNebulaArt: I SAID STAN TWITTER DO YOU KNOW THIS HECKING MOVIE!?! https://t.co/eduutLQfwI
qii_namii,somewhere in space,RT @marinart028: Also what is up with u guys posting spoilers of the END of the movie wtf? And whole scenes on youtube??? Could u please sh…
102pe,wonderland,RT @seongwoofs: not sure if i got the right bird box movie https://t.co/e0ujxC1pdA
asemota,Will relocate for @Googlefiber,It was great but became tedious after a while. It should have been a series. Some of our Nollywood movies are too l… https://t.co/eVPCg89jMJ
Zafffffffffff,,"RT @itsyoboiiMJ: Recommend Movie for you

• To All The Boys I've Loved Before
• Everyday
• Midnight Sun
• A Walk to Remember
• Everything,…"
Max1023FM,"Lagos, Nigeria","Great man @OfficialArole on #MaxBreakfast with @DebsExtra and @MarkOtabor #TheCallMovie in cinemas today, You don't… https://t.co/OWIL5Lg9rW"
maddiecnash,"London, England",RT @kevinpokeeffe: this is already the best movie of 2019 https://t.co/8YCCriIoEg
nachtsonn3,fischtown,"RT @liliana_dorina: Timișoara,Romania
Youth Bridge 
Reflection like a photographic film
Good Evening To All !!
#Timisoara #blackandwhitepho…"
O_Positive_Raj,,"RT @mememasters_off: #Viswasam Mayajaal booking open.

https://t.co/EB5qMFheAM

| Thala #Ajith | #Nayanthara | @directorsiva and Team | #Vi…"
uwutyrus,australia,"RT @tyruskippn: my mom mocked me for crying over Voltron and other animated shows/movies, saying I was being ridiculous for ""crying about a…"
KissesBW,Switzerland,"RT @glendz_agasi: See you soon sa BS ate Vaugh :)

#PlayHouseBlastFromThePast
@KissesDelavin__ https://t.co/2SebA0759w"
ShoikaF,India,"RT @TeamDipikaStans: Honestly this movie is going to be the most watched movie of all time 🎉💃

Please do watch #Battalion609 in your Near T…"
hopeyoulovequen,,"RT @StarCinema: Happy, happy birthday to the very beautiful @lizasoberano 😍 Your Star Cinema family loves you. ❤️ https://t.co/7flbCBHsuh"
tixCentral,"Central England, UK","""Funny Cow  (2017)  ( Certificate 15)"", Long Crendon Library, Buckinghamshire on Fri 4 Jan 2019  8.00PM, #cinema ti… https://t.co/nJrWhpRLP5"
aralis_tk,Tokyo JAPAN,Golden Globes 2019 predictions: Who will win and who should win? https://t.co/1RdqFKWqIK
acfrms,"Lisboa, Portugal",RT @CatherinePaiz: So Elle &amp; I were just watching this movie where the little girl gets older which means the actor obviously changed to an…
RasulKevin,"Mexico, MO","RT @rameshlaus: #Viswasam booking is on fire at #Mayajaal.. 55 shows scheduled so far for Day 1..

Shows r getting sold out as they open..…"
rimasafridi,Gelioya/Kandy/SriLanka,"RT @Dinu_Akshiii: Colombo Majestic Cineplex #ViswasamBookingsOpen now.

Tamil Movie rarely releases there n it’s having 3 Shows on Opening…"
pAtchSavage87,Stuck in Chroot Jail,"My MIL is a hacker in a movie.

She doesn't even have to try."
marupokpokito,Sea Of Dreams,TLJ wasn’t the worst film ever but I still dont like it :(
balajie1998,"Chennai, India",RT @taran_adarsh: Release date finalised: 10 Jan 2019... New poster of #Tamil film #Viswasam... Stars Ajith Kumar and Nayanthara... Directe…
majarzadon_,,Movie date with these two 💖🎬 https://t.co/muKQ7k6yNX
tayloralesiaftw,,RT @tayloralesia: Hey babes. I’m trying to film a ‘I let my dog walk me for a day’ for a video - can y’all help me find a great camera that…
doevember,,RT @marinart028: Also what is up with u guys posting spoilers of the END of the movie wtf? And whole scenes on youtube??? Could u please sh…
elainwynne_,"Wales, United Kingdom","roses
declan mckenna
monekys
billie eilish
nothing but thieves
foals
jamie t
lana del rey
gerry cinnamon 
kooks
bif… https://t.co/wpn9CoqqWv"
junpakingcotton,,"RT @ArchivistAriel: Well, it is official. I am pretty sure that my most popular tweet that I have ever tweeted is about a Korean film. Of c…"
ajithFC,India,"RT @Dinu_Akshiii: Colombo Majestic Cineplex #ViswasamBookingsOpen now.

Tamil Movie rarely releases there n it’s having 3 Shows on Opening…"
bruteghost,"Defiance, OH","RT @craigengler: Have you seen the remastered version of THE CHANGELING yet on @Shudder? Some member reviews:
💀 ""Quite simply the best ghos…"
Ragupathi926,India,"RT @AfcKerala: #Viswasam Mayajaal Day-1 show count again increased. 

Now 55 shows 🔥🔥

#ViswasamThiruvizhaOnJan10

https://t.co/4gdP6KC2L0"
HolyKiaraMia,,"Watch lesbian movie: https://t.co/dhv6WxqGrD
Stepsister and her friends https://t.co/67AZtvZGww"
ShazShaza4,,"RT @3shells1991: A new album.

A new era.

BTS World.

Love Yourself in Seoul movie.

BTS Run.

More LY tour dates.

Yoongi’s and Jungkook’…"
MadamAfrika,Jozi,"RT @The_President10: The stories coming out, the whole music  and movie industry is full of predators, rapists , pedos and abusers. It’s so…"
Zzindaa,"Kampala,Uganda@Munyonyo salama",True #filmmakers we understand...
aju_agranayak,"Karwar, Karnataka",RT @KRKBoxOffice: 2nd Week Total Collection of Film #ZERO https://t.co/R3nPSNsqEX
atira_nadia,Kuala Lumpur Federal Territory,"RT @sheikh_anon: Dead Silence (2007,Horror/Thriller)

One of the best horror thriller masterpiece from James Wan,ingat lagi masa tengok mov…"
grannybiker,"Forest of Dean, Glos","RT @jet2tweets: We've only got ONE MORE DAY for our #NewYearNewYork competition, so fancy winning some return flights to the Big Apple from…"
EmblaBee,"Shrewsbury, England","Hello, I'm an infant teacher in a movie.
I am happy, patient and beautiful. I never mind when parents are late to c… https://t.co/69U71U57Fb"
karthik22830104,,"RT @AjithNetwork: #Viswasam First day Shows Booking Opens at Cauvery Theatre, Bengaluru.

Book Your Tickets : https://t.co/PJtcqx8axK

| #V…"
Prajeswaran1,"Seelapadi, Dindigul","RT @GaneshCinemas: Agreement signed for both #Petta &amp; #Viswasam movie..

Let celebrate this #Pongal with #Thala #Thalaivar movie

#Viswasam…"
International ,RT @Dizzyharris_: You too young for me if you don’t remember this movie ! https://t.co/kxq6QQ6t1s,_sincerelyT_
"Twin Cities, MN",@JoelGHodgson Have you ever wanted to change anything about MST3K? Or is every film a crucible that re-hones it back into its current state?,parsifal
CallumEllison97,Notts,RT @unusualvideos: idk how i feel about the new minions movie https://t.co/MhlFZIQsan
lgd_holy,"RT @georgebrittongh: #MovieNews: @ZylofonMedia To Host Ghana Film Industry Awards.
https://t.co/FpTjuDQPqi
#GBNews",Ghana
Mukesh97879941,"RT @ViswasamOffl: #Viswasam initial Mayajaal bookings open. #ViswasamThiruvizhaOnJan10

https://t.co/ngDyk4B6Sb

@directorsiva @SureshChand…",Tamil nadu
AviaryNotes,An excellent string and witty rhetoricam method (on poor representations of careers and experience in film).,"Columbus, OH"
arghcanteloupe,Hi I am a nonbinary person in a movie. I am completely invisi-,#teamcap
October199999,RT @ManaByte: It’s probably the last with the original six Avengers. But it’s not the last Avengers movie ever. https://t.co/SCpAilJpTZ,
,"RT @Tolivelugu: #Teja, #Bellamkonda’s film titled “#Seetha”

https://t.co/5engGUNa7o

@BSaiSreenivas @MsKajalAggarwal",Vinaykajal6
北緯35度21分39秒、東経138度43分39,RT @terrybnd: Feeling rather sore today thanks to lugging up lots of camera kit and camping up Helvellyn on Thurs night. Was a bit cold up…,wildgees8
bluff ,RT @_YungBleu: Dc was another movie ! Bleu Vandross 😏 🔥💪 https://t.co/XboKnHAGcQ,_iAMBillGates
Khartoum,"The Guardian: Churchill and the film-maker: sadly, their dream of England persists | Ian Jack https://t.co/nQjsxB9Q6T #sudan",SudanActual
out of pocket ,RT @queeninnn_: never buying a bootleg movie again this nigga turned the camera around and said “this my favorite part”😐,uhrely
"Bangalore / Kerala, India",I can't wait to see Born A Crime as a movie.,PlotBusterr
"Houston, TX",@KevinHart4real What Up Kevin ....I have an idea 4 a role but it's a serious role . I have you or Denzel 4 this rol… https://t.co/JwvaMQ5lnX,DeanMachine001
Australia,"In Western Sydney? Bring the whole family to watch a movie Skyline Drive-In Theater Cricketers Arms Rd, Blacktown N… https://t.co/r6iALLwRW6",carla_francis1
"Karnataka, India","RT @TheDeverakonda: When A film stuns audience across the world, guess who calls? IMDb does a quick Q&amp;A! 

Check it out on @IMDb now!

http…",Vedhap2
"मुंबई, भारत","RT @entnetwrk: Check out actor-filmmaker Ajay Devgn's much-anticipated biopic on Legendary Maratha warrior, Subhedar Taanaji Malusare's sec…",Ajay_Devgn_FC
"O'Fallon, MO",RT @xRevzy: People are going to say Tobey because that’s the spider man movie we grew up on but Tom Holland is the epitome of Spidey with t…,melsbells51
MD,RT @Xce11ent: Future got a film coming next week and the album the week after. January looking so beautiful https://t.co/XbJUxLwjh7,GeauxTotes
"Kolkata, India","RT @king_sadashiva: SJSA is another non boxoffice film. Dont expect it to be dangal, dangal had much appealing background like Wrestling an…",AniketG78095143
Long Island New York,"@Bethenny Didn’t they learn anything from the movie Airplane? Surely, they must have.   Sorry couldn’t help it.",JLynnSkinCare
"Kettle River, Mn.","I just submitted ""Z-Producer"" to Duluth Superior Film Festival via https://t.co/o3jmxn4U6P!",KettleRiverProj
Vancouver,"@_roryturnbull Hello, I’m a Chef in a movie. I actually get time away from work, yell and scream like a cartoon ver… https://t.co/VyvG4EWMrR",McTee
R ♡,It’s 2:42am and I just finished watching bird box.....djdj jdjdjd that movie got me fucked up,TA3VYUNG
"New York, USA",RT @__tysha: And this is why you’re my soulmate lmao a duh! https://t.co/c5DNbe7Ar0,xoqueenbeexo_
Connecticut,"RT @filmindependent: “It’s a dream come true to host a show that celebrates my greatest loves—independent film, the people that make them p…",ALWheaties
,"RT @allkpop: iKON repeat 'I'm OK' in 2nd comeback concept film
https://t.co/KIXyKuPDXz https://t.co/uW2WH2vTO4",oJaNeo_JaneJiRa
https://www.youtube.com/channel/UCaeoX3CApple3apt_n02XTA,RT @saladinahmed: hi I'm a racist in a movie I don't depend on pervasive centuries-old systems of white supremacist exploitation I just 'fe…,HYeahTeenSupers
"Kerala, India",I liked a @YouTube video https://t.co/hB6pjWicVM Lost | Cinematic Film,Abeed81457503
"Borås, Sverige","You ever start watching a movie that is too long to finish before you need to be somewhere, so you try convincing y… https://t.co/KMb9VR7yIn",Wucco91
"Watford, East","Judith Barsi, the girl who did the voice of Ducky in the Land before Time, was killed the same year the movie came out. #Poole",OhhMarna
"Alabama, USA",RT @xRevzy: People are going to say Tobey because that’s the spider man movie we grew up on but Tom Holland is the epitome of Spidey with t…,Big_Lip_Bastard
,"@itsDanBull The second half of Rogue One. I think the first half of Rogue One up until Cassian says the awful ""Jyn.… https://t.co/dmaodo51rE",skadooba
Finland,"RT @Peculiar: @i_am_mill_i_am Hello, I'm a barman in a movie, lugubriously drying a glass. I'll tell you the guy you're looking for isn't h…",BjorkbackaHannu
,"RT @parmeshs: Yes! Allies matter so much. Big hugs to ⁦@sonamakapoor⁩ for being an AMAZING ally to the #LGBTQ movement in India, and here’s…",TheDailyEye
Tribe of Judah 🦁 ,What's your favorite movie of all time ?,Mister_Judah
,"RT @yoshi_sudarso: Until Disney decides to make me a prince, my movie #BuffaloBoys where I play the son of an Indonesian Sultan (in other w…",MythjaeComics
,RT @ChrisSzczesiul: The best movie ever made #SpiderVerse has me wishing for a Venom spinoff. What better way to show an audience that anim…,iwa_sueme
,"Set 5: 
Best Movie of the year 2018 ?
#VarunDhawan #AyushmannKhurrana #Irfaankhan #ShahidKapoor 
#AnushkaSharma… https://t.co/eiEbb302g7",Cleanentertain
Batcave/Deathstar,Its like you guys forgot that Spidey isnt always a kid. Tobey portrayed the adult side of Spidey really damn good.… https://t.co/XPTVnNBPIk,__Johnnnn
"Indhira Nagar, Khammam",RT @tv5newsnow: Ram Charan Exclusive Rapidfire Questions | Vinaya Vidheya Rama Movie | TV5 News https://t.co/9LQlErX0zm,chajay1555
Global,Panipat: Arjun Kapoor kicks-off preparation for his ‘toughest &amp; biggest film yet’ with horse riding lessons – view… https://t.co/EjwRJ0UeMu,bollywood_life
Heebs,RT @xRevzy: People are going to say Tobey because that’s the spider man movie we grew up on but Tom Holland is the epitome of Spidey with t…,ArikOlsy
Republic of the Philippines 🇵,Movie critics: Swing Kids to be Shown in Philippine Cinemas - Sign the Petition! https://t.co/M5qg6yVwNR via @ChangePilipinas,michbarquilla_
🤔,I particularly loved the point that was made at the end of the movie in the conversation between the Artbitrator an… https://t.co/3xHGmV9Wlh,thedamiB
India,"RT @LMKMovieManiac: Unstoppable #ThalapathyVijay fans set yet another new benchmark for an Indian film teaser / trailer - in ""LIKES"" 

Mass…",Mano_d_freeker
,"RT @elliemc42: I Daniel Blake will be shown on BBC2 9.45 Saturday night, when the poverty deniers start popping up to discredit the movie d…",BBollies
cochin,"Watch Hareesh Peradi in ON THE SPOT, when he got tears in his eyes while speaking about his movie, Janaadhipan.… https://t.co/qFve9rccax",onetvhd
snsd's cr,"RT @shadyroxanne: sooyoung in a horror movie 
[phone rings]

soo: hello? 
killer: i can see u
soo:
killer:
soo: 
killer:
soo:
killer:
soo:…",gersjenreshun
,RT @guacamomole: ain’t that the studio ghibli movie https://t.co/6iziZGy3PR,AmberGilkes
